feature,feature_type,reason,semantic_group,n,missing_ratio,mean,std,min,q25,median,q75,q95,q99,max,zero_ratio,negative_ratio,unique_count,skew,q99_median_ratio,is_log_candidate
mActivity_m_activity_00_04_value_8_count,actual_behavior,sensor-derived behavior value,activity_code,681,0.027142857142857142,0.010279001468428781,0.1989976610478899,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.9955947136563876,0.0,3,23.614391410297394,,False
mActivity_m_activity_00_04_value_8_ratio,actual_behavior,sensor-derived behavior value,activity_code,681,0.027142857142857142,4.2829172785119924e-05,0.0008291569210328744,0.0,0.0,0.0,0.0,0.0,0.0,0.020833333333333332,0.9955947136563876,0.0,3,23.614391410297394,,False
mActivity_m_activity_20_24_value_0_count,actual_behavior,sensor-derived behavior value,activity_code,692,0.011428571428571429,15.375722543352602,24.0569245363112,0.0,0.0,0.0,24.0,65.0,105.2700000000001,122.0,0.5303468208092486,0.0,93,1.995705470529896,,False
mActivity_m_activity_20_24_value_0_ratio,actual_behavior,sensor-derived behavior value,activity_code,692,0.011428571428571429,0.06545579384640406,0.10297062276748732,0.0,0.0,0.0,0.10104166666666667,0.2806249999999991,0.4386250000000004,0.6460674157303371,0.5303468208092486,0.0,129,2.071236922324903,,False
mActivity_m_activity_20_24_value_1_count,actual_behavior,sensor-derived behavior value,activity_code,692,0.011428571428571429,0.19219653179190752,1.0017624564768228,0.0,0.0,0.0,0.0,1.0,4.0,15.0,0.934971098265896,0.0,10,8.547228898845212,,False
mActivity_m_activity_20_24_value_1_ratio,actual_behavior,sensor-derived behavior value,activity_code,692,0.011428571428571429,0.0008520487799660521,0.004361416596601768,0.0,0.0,0.0,0.0,0.004166666666666667,0.0176082651743436,0.0625,0.934971098265896,0.0,20,8.036237867986939,,False
mActivity_m_activity_20_24_value_3_count,actual_behavior,sensor-derived behavior value,activity_code,692,0.011428571428571429,193.0014450867052,65.05145462627324,0.0,178.5,220.0,240.0,240.0,240.0,240.0,0.05057803468208093,0.0,149,-1.7781343107309668,1.0909090909090908,False
mActivity_m_activity_20_24_value_3_ratio,actual_behavior,sensor-derived behavior value,activity_code,692,0.011428571428571429,0.8268421762042909,0.2557559108285261,0.0,0.7822916666666666,0.9333333333333333,1.0,1.0,1.0,1.0,0.05057803468208093,0.0,186,-2.0560288135470097,1.0714285714285714,False
mActivity_m_activity_20_24_value_4_count,actual_behavior,sensor-derived behavior value,activity_code,692,0.011428571428571429,14.263005780346822,47.60908918784981,0.0,0.0,0.0,0.0,119.59999999999945,240.0,240.0,0.846820809248555,0.0,60,3.7008168803736448,,False
mActivity_m_activity_20_24_value_4_ratio,actual_behavior,sensor-derived behavior value,activity_code,692,0.011428571428571429,0.07694941263422804,0.24058805808554048,0.0,0.0,0.0,0.0,0.9229054795887734,1.0,1.0,0.846820809248555,0.0,74,3.199264975535553,,False
mActivity_m_activity_20_24_value_7_count,actual_behavior,sensor-derived behavior value,activity_code,692,0.011428571428571429,6.6502890173410405,13.500247622866828,0.0,0.0,0.0,7.0,35.44999999999993,62.36000000000013,124.0,0.5534682080924855,0.0,58,3.2795663137479316,,False
mActivity_m_activity_20_24_value_7_ratio,actual_behavior,sensor-derived behavior value,activity_code,692,0.011428571428571429,0.028784456921005747,0.058494192146334646,0.0,0.0,0.0,0.029166666666666667,0.1625,0.275,0.5166666666666667,0.5534682080924855,0.0,103,3.2161707545296037,,False
mActivity_m_activity_20_24_value_8_count,actual_behavior,sensor-derived behavior value,activity_code,692,0.011428571428571429,0.26011560693641617,1.5504908847591912,0.0,0.0,0.0,0.0,1.0,7.0,25.0,0.9248554913294798,0.0,13,10.578434077504737,,False
mActivity_m_activity_20_24_value_8_ratio,actual_behavior,sensor-derived behavior value,activity_code,692,0.011428571428571429,0.0011161116141052468,0.006608767075015586,0.0,0.0,0.0,0.0,0.004166666666666667,0.029166666666666667,0.10416666666666667,0.9248554913294798,0.0,19,10.44907585508791,,False
wPedo_burned_calories_00_04_max,actual_behavior,sensor-derived behavior value,activity_pedo,528,0.24571428571428572,0.26706494537718367,1.0079894511132061,0.0,0.0,0.0,0.0,1.8675010323524441,5.5651019883155985,8.270023345947266,0.8977272727272727,0.0,55,4.570670687146856,,False
wPedo_burned_calories_00_04_mean,actual_behavior,sensor-derived behavior value,activity_pedo,528,0.24571428571428572,0.008436999277642843,0.043763129797665806,0.0,0.0,0.0,0.0,0.027023097302260442,0.21857727409709615,0.6096520478075201,0.8977272727272727,0.0,55,8.073894891592241,,False
wPedo_burned_calories_00_04_q75,actual_behavior,sensor-derived behavior value,activity_pedo,528,0.24571428571428572,0.0010558786717328158,0.024262244707650087,0.0,0.0,0.0,0.0,0.0,0.0,0.5575039386749268,0.9981060606060606,0.0,2,22.978250586152136,,False
wPedo_burned_calories_00_04_q95,actual_behavior,sensor-derived behavior value,activity_pedo,528,0.24571428571428572,0.04746802497768036,0.31836485302395623,0.0,0.0,0.0,0.0,0.0,1.519033909767866,3.8855603218078576,0.9621212121212122,0.0,21,8.763898621185975,,False
wPedo_burned_calories_00_04_q99,actual_behavior,sensor-derived behavior value,activity_pedo,528,0.24571428571428572,0.16043191400483559,0.6739336149932214,0.0,0.0,0.0,0.0,0.7290899543166147,3.8401155664443967,4.400085792541504,0.9147727272727273,0.0,46,4.675918991429346,,False
wPedo_burned_calories_00_04_std,actual_behavior,sensor-derived behavior value,activity_pedo,523,0.25285714285714284,0.03480345119094097,0.14196928316845997,0.0,0.0,0.0,0.0,0.19614873007509306,0.7232914322051842,1.2129685509982207,0.8967495219885278,0.0,55,4.988544683187869,,False
wPedo_burned_calories_00_04_sum,actual_behavior,sensor-derived behavior value,activity_pedo,528,0.24571428571428572,1.6263128449773472,8.730352143282563,0.0,0.0,0.0,0.0,5.1135001447051724,41.85725097656252,120.71110546588898,0.8977272727272727,0.0,55,8.400258752594828,,False
wPedo_burned_calories_20_24_max,actual_behavior,sensor-derived behavior value,activity_pedo,577,0.1757142857142857,7.254515271562844,33.99358547143986,0.0,0.0,0.899993896484375,3.2499771118164062,6.712019348144479,224.9289636230469,293.1800232231617,0.43154246100519933,0.0,319,6.355994995213101,249.92276558950192,True
wPedo_burned_calories_20_24_mean,actual_behavior,sensor-derived behavior value,activity_pedo,577,0.1757142857142857,0.12270970096558206,0.2885372964495384,0.0,0.0,0.009416707356770833,0.1222309761859001,0.6368940989176433,1.3900517682941962,3.0642855692477453,0.43154246100519933,0.0,329,4.832576542896256,147.61547912973174,True
wPedo_burned_calories_20_24_median,actual_behavior,sensor-derived behavior value,activity_pedo,577,0.1757142857142857,0.010511143781903298,0.13568272353869523,0.0,0.0,0.0,0.0,0.0,0.013200073242188,2.155120849609375,0.9896013864818024,0.0,7,14.212880533197552,,False
wPedo_burned_calories_20_24_min,actual_behavior,sensor-derived behavior value,activity_pedo,577,0.1757142857142857,0.0010051892576432517,0.024145474545019047,0.0,0.0,0.0,0.0,0.0,0.0,0.5799942016601562,0.9982668977469671,0.0,2,24.02082429892863,,False
wPedo_burned_calories_20_24_q25,actual_behavior,sensor-derived behavior value,activity_pedo,577,0.1757142857142857,0.0038169219547582456,0.06818360718971953,0.0,0.0,0.0,0.0,0.0,0.0,1.4624500274658203,0.9965337954939342,0.0,3,19.24813396254616,,False
wPedo_burned_calories_20_24_q75,actual_behavior,sensor-derived behavior value,activity_pedo,577,0.1757142857142857,0.04207933052367106,0.26457590222200683,0.0,0.0,0.0,0.0,0.0,1.161274108886722,4.007865905761719,0.951473136915078,0.0,29,9.638402369532516,,False
wPedo_burned_calories_20_24_q95,actual_behavior,sensor-derived behavior value,activity_pedo,577,0.1757142857142857,0.5242829614950006,0.9620924439794541,0.0,0.0,0.0,0.6900005340576172,3.146668090820307,3.8030739746093754,4.790960693359375,0.6291161178509532,0.0,215,2.185520472462799,,False
wPedo_burned_calories_20_24_q99,actual_behavior,sensor-derived behavior value,activity_pedo,577,0.1757142857142857,1.1574658312303758,2.237163834869461,0.0,0.0,0.21450714111327374,1.863948211669916,3.9698744506835926,5.027608135986327,41.585688133239906,0.4904679376083189,0.0,295,10.655370866142254,23.43795227465841,True
wPedo_burned_calories_20_24_std,actual_behavior,sensor-derived behavior value,activity_pedo,577,0.1757142857142857,0.6513053670031868,2.5062661144321816,0.0,0.0,0.08821431993782476,0.42386050025134775,1.2285153470722354,14.946528681418856,28.602138970376963,0.43154246100519933,0.0,329,6.722477433555866,169.4342674970852,True
wPedo_burned_calories_20_24_sum,actual_behavior,sensor-derived behavior value,activity_pedo,577,0.1757142857142857,22.235688070903823,46.74012480674784,0.0,0.0,1.8800201416015625,24.089996337890625,116.17497558593698,242.31865173339847,326.69903564453125,0.43154246100519933,0.0,329,3.600978593748994,128.8915189637121,True
wPedo_distance_00_04_max,actual_behavior,sensor-derived behavior value,activity_pedo,528,0.24571428571428572,5.119639872601538,17.624504711670173,0.0,0.0,0.0,0.0,40.73852171897865,85.21618408203126,126.2698974609375,0.8617424242424242,0.0,74,4.136353196479673,,False
wPedo_distance_00_04_mean,actual_behavior,sensor-derived behavior value,activity_pedo,528,0.24571428571428572,0.18581843194329384,0.94923388380082,0.0,0.0,0.0,0.0,0.6562856319163091,5.348151605224649,11.020980794020373,0.8617424242424242,0.0,74,7.358615937677416,,False
wPedo_distance_00_04_median,actual_behavior,sensor-derived behavior value,activity_pedo,528,0.24571428571428572,0.015776515007019043,0.362516715207473,0.0,0.0,0.0,0.0,0.0,0.0,8.329999923706055,0.9981060606060606,0.0,2,22.97825058615212,,False
wPedo_distance_00_04_min,actual_behavior,sensor-derived behavior value,activity_pedo,528,0.24571428571428572,0.015776515007019043,0.362516715207473,0.0,0.0,0.0,0.0,0.0,0.0,8.329999923706055,0.9981060606060606,0.0,2,22.97825058615212,,False
wPedo_distance_00_04_q25,actual_behavior,sensor-derived behavior value,activity_pedo,528,0.24571428571428572,0.015776515007019043,0.362516715207473,0.0,0.0,0.0,0.0,0.0,0.0,8.329999923706055,0.9981060606060606,0.0,2,22.97825058615212,,False
wPedo_distance_00_04_q75,actual_behavior,sensor-derived behavior value,activity_pedo,528,0.24571428571428572,0.04105589606545188,0.575523712780807,0.0,0.0,0.0,0.0,0.0,0.0,9.587512969970703,0.9943181818181818,0.0,4,14.897104010124384,,False
wPedo_distance_00_04_q95,actual_behavior,sensor-derived behavior value,activity_pedo,528,0.24571428571428572,0.9437279684525536,5.929552242586293,0.0,0.0,0.0,0.0,0.0,27.057364068031344,69.28732299804686,0.9564393939393939,0.0,24,8.311298645078425,,False
wPedo_distance_00_04_q99,actual_behavior,sensor-derived behavior value,activity_pedo,528,0.24571428571428572,3.2158508338621137,13.394094444205832,0.0,0.0,0.0,0.0,14.410274430751778,75.93793297424322,106.45464729309086,0.9015151515151515,0.0,53,4.895844088335307,,False
wPedo_distance_00_04_std,actual_behavior,sensor-derived behavior value,activity_pedo,523,0.25285714285714284,0.6841083922372854,2.7624352865727495,0.0,0.0,0.0,0.0,3.6382184546165224,14.038989806880952,26.093664346859708,0.8623326959847036,0.0,73,5.391249407624886,,False
wPedo_distance_00_04_sum,actual_behavior,sensor-derived behavior value,activity_pedo,528,0.24571428571428572,31.433404500737335,162.91683219460518,0.0,0.0,0.0,0.0,108.64789047241183,755.294744873047,2182.154197216034,0.8617424242424242,0.0,74,8.125871543729014,,False
wPedo_distance_20_24_max,actual_behavior,sensor-derived behavior value,activity_pedo,577,0.1757142857142857,31.810644219198508,38.270137784990204,0.0,0.0,15.51953125,56.64892578125,102.68505859374994,141.1663671875001,161.4091796875,0.42634315424610053,0.0,332,1.0612033876860225,9.096045809212189,True
wPedo_distance_20_24_mean,actual_behavior,sensor-derived behavior value,activity_pedo,577,0.1757142857142857,1.923660126198688,4.321580073692268,0.0,0.0,0.18170036153590424,2.115888468424479,8.740759887695305,18.30593851578471,46.32236328125,0.42634315424610053,0.0,332,5.407128224607782,100.74794767079993,True
wPedo_distance_20_24_median,actual_behavior,sensor-derived behavior value,activity_pedo,577,0.1757142857142857,0.25238280403758667,3.1979279084243806,0.0,0.0,0.0,0.0,0.0,0.19678710937500746,45.8294677734375,0.9896013864818024,0.0,7,13.586472222446973,,False
wPedo_distance_20_24_min,actual_behavior,sensor-derived behavior value,activity_pedo,577,0.1757142857142857,0.015389744909012132,0.3696743584647118,0.0,0.0,0.0,0.0,0.0,0.0,8.8798828125,0.9982668977469671,0.0,2,24.020824298928623,,False
wPedo_distance_20_24_q25,actual_behavior,sensor-derived behavior value,activity_pedo,577,0.1757142857142857,0.08829512835788561,1.5117818689591147,0.0,0.0,0.0,0.0,0.0,0.0,28.877197265625,0.9965337954939342,0.0,3,17.38543282317427,,False
wPedo_distance_20_24_q75,actual_behavior,sensor-derived behavior value,activity_pedo,577,0.1757142857142857,0.9327504176200986,5.987820504659722,0.0,0.0,0.0,0.0,0.09151611328121878,23.87939941406252,88.461669921875,0.949740034662045,0.0,30,9.577425044844299,,False
wPedo_distance_20_24_q95,actual_behavior,sensor-derived behavior value,activity_pedo,577,0.1757142857142857,11.063487970890982,20.82160257549153,0.0,0.0,0.0,13.160888671874993,67.9914794921874,85.44970117187498,105.226708984375,0.6221837088388215,0.0,219,2.297337795196661,,False
wPedo_distance_20_24_q99,actual_behavior,sensor-derived behavior value,activity_pedo,577,0.1757142857142857,22.175308154682952,30.318040108882002,0.0,0.0,5.020288085937379,35.611030273437414,88.18498339843731,103.22372519531251,127.5474609375,0.4714038128249567,0.0,306,1.3059481186086481,20.561315093541843,True
wPedo_distance_20_24_std,actual_behavior,sensor-derived behavior value,activity_pedo,577,0.1757142857142857,5.107282571503203,7.356099118402014,0.0,0.0,1.556461824548695,7.489161199360104,22.114890174555033,29.26175082830046,40.39019622096192,0.42634315424610053,0.0,332,1.8001816614457593,18.80017252384913,True
wPedo_distance_20_24_sum,actual_behavior,sensor-derived behavior value,activity_pedo,577,0.1757142857142857,345.5029894028834,637.2697955736517,0.0,0.0,32.900390625,452.5992431640625,1639.3192626953103,3075.8824316406253,4573.705078125,0.42634315424610053,0.0,332,2.957208526092005,93.49075719798161,True
wPedo_speed_00_04_max,actual_behavior,sensor-derived behavior value,activity_pedo,528,0.24571428571428572,0.08532733121002563,0.2937417451945029,0.0,0.0,0.0,0.0,0.6789753619829776,1.420269734700521,2.104498291015625,0.8617424242424242,0.0,74,4.136353196479673,,False
wPedo_speed_00_04_mean,actual_behavior,sensor-derived behavior value,activity_pedo,528,0.24571428571428572,0.0030969738657215637,0.015820564730013666,0.0,0.0,0.0,0.0,0.010938093865271819,0.08913586008707748,0.1836830132336729,0.8617424242424242,0.0,74,7.358615937677415,,False
wPedo_speed_00_04_median,actual_behavior,sensor-derived behavior value,activity_pedo,528,0.24571428571428572,0.0002629419167836507,0.006041945253457883,0.0,0.0,0.0,0.0,0.0,0.0,0.13883333206176757,0.9981060606060606,0.0,2,22.97825058615212,,False
wPedo_speed_00_04_min,actual_behavior,sensor-derived behavior value,activity_pedo,528,0.24571428571428572,0.0002629419167836507,0.006041945253457883,0.0,0.0,0.0,0.0,0.0,0.0,0.13883333206176757,0.9981060606060606,0.0,2,22.97825058615212,,False
wPedo_speed_00_04_q25,actual_behavior,sensor-derived behavior value,activity_pedo,528,0.24571428571428572,0.0002629419167836507,0.006041945253457883,0.0,0.0,0.0,0.0,0.0,0.0,0.13883333206176757,0.9981060606060606,0.0,2,22.97825058615212,,False
wPedo_speed_00_04_q75,actual_behavior,sensor-derived behavior value,activity_pedo,528,0.24571428571428572,0.000684264934424198,0.009592061879680116,0.0,0.0,0.0,0.0,0.0,0.0,0.15979188283284507,0.9943181818181818,0.0,4,14.897104010124405,,False
wPedo_speed_00_04_q95,actual_behavior,sensor-derived behavior value,activity_pedo,528,0.24571428571428572,0.015728799474209226,0.09882587070977154,0.0,0.0,0.0,0.0,0.0,0.4509560678005224,1.1547887166341142,0.9564393939393939,0.0,24,8.311298645078423,,False
wPedo_speed_00_04_q99,actual_behavior,sensor-derived behavior value,activity_pedo,528,0.24571428571428572,0.05359751389770189,0.22323490740343058,0.0,0.0,0.0,0.0,0.24017124051252964,1.2656322162373872,1.7742441215515141,0.9015151515151515,0.0,53,4.895844088335308,,False
wPedo_speed_00_04_std,actual_behavior,sensor-derived behavior value,activity_pedo,523,0.25285714285714284,0.01140180653728809,0.046040588109545824,0.0,0.0,0.0,0.0,0.060636974243608706,0.23398316344801587,0.4348944057809951,0.8623326959847036,0.0,73,5.391249407624884,,False
wPedo_speed_00_04_sum,actual_behavior,sensor-derived behavior value,activity_pedo,528,0.24571428571428572,0.5238900750122889,2.7152805365767527,0.0,0.0,0.0,0.0,1.8107981745401969,12.588245747884118,36.36923662026723,0.8617424242424242,0.0,74,8.125871543729012,,False
wPedo_speed_20_24_max,actual_behavior,sensor-derived behavior value,activity_pedo,577,0.1757142857142857,0.5301774036533085,0.6378356297498368,0.0,0.0,0.2586588541666667,0.9441487630208333,1.7114176432291657,2.352772786458335,2.6901529947916667,0.42634315424610053,0.0,332,1.0612033876860223,9.096045809212189,False
wPedo_speed_20_24_mean,actual_behavior,sensor-derived behavior value,activity_pedo,577,0.1757142857142857,0.03206100210331147,0.07202633456153781,0.0,0.0,0.0030283393589317377,0.03526480780707465,0.1456793314615884,0.3050989752630785,0.7720393880208334,0.42634315424610053,0.0,332,5.407128224607784,100.74794767079992,False
wPedo_speed_20_24_median,actual_behavior,sensor-derived behavior value,activity_pedo,577,0.1757142857142857,0.00420638006729311,0.05329879847373966,0.0,0.0,0.0,0.0,0.0,0.0032797851562501243,0.763824462890625,0.9896013864818024,0.0,7,13.586472222446984,,False
wPedo_speed_20_24_min,actual_behavior,sensor-derived behavior value,activity_pedo,577,0.1757142857142857,0.00025649574848353554,0.006161239307745196,0.0,0.0,0.0,0.0,0.0,0.0,0.147998046875,0.9982668977469671,0.0,2,24.020824298928627,,False
wPedo_speed_20_24_q25,actual_behavior,sensor-derived behavior value,activity_pedo,577,0.1757142857142857,0.001471585472631427,0.02519636448265191,0.0,0.0,0.0,0.0,0.0,0.0,0.48128662109375,0.9965337954939342,0.0,3,17.38543282317427,,False
wPedo_speed_20_24_q75,actual_behavior,sensor-derived behavior value,activity_pedo,577,0.1757142857142857,0.015545840293668308,0.09979700841099536,0.0,0.0,0.0,0.0,0.0015252685546869797,0.39798999023437537,1.4743611653645834,0.949740034662045,0.0,30,9.577425044844302,,False
wPedo_speed_20_24_q95,actual_behavior,sensor-derived behavior value,activity_pedo,577,0.1757142857142857,0.18439146618151642,0.3470267095915255,0.0,0.0,0.0,0.2193481445312499,1.13319132486979,1.4241616861979163,1.7537784830729166,0.6221837088388215,0.0,219,2.2973377951966607,,False
wPedo_speed_20_24_q99,actual_behavior,sensor-derived behavior value,activity_pedo,577,0.1757142857142857,0.36958846924471583,0.5053006684813668,0.0,0.0,0.08367146809895631,0.593517171223957,1.4697497233072883,1.7203954199218752,2.125791015625,0.4714038128249567,0.0,306,1.3059481186086486,20.561315093541843,False
wPedo_speed_20_24_std,actual_behavior,sensor-derived behavior value,activity_pedo,577,0.1757142857142857,0.08512137619172008,0.1226016519733669,0.0,0.0,0.02594103040914492,0.1248193533226684,0.36858150290925057,0.4876958471383411,0.6731699370160321,0.42634315424610053,0.0,332,1.8001816614457584,18.80017252384913,False
wPedo_speed_20_24_sum,actual_behavior,sensor-derived behavior value,activity_pedo,577,0.1757142857142857,5.758383156714723,10.621163259560861,0.0,0.0,0.54833984375,7.543320719401041,27.321987711588502,51.26470719401043,76.22841796875,0.42634315424610053,0.0,332,2.957208526092006,93.49075719798162,True
wPedo_step_00_04_max,actual_behavior,sensor-derived behavior value,activity_pedo,528,0.24571428571428572,6.840909090909091,23.519971583924328,0.0,0.0,0.0,0.0,52.49999999999977,112.0,183.0,0.8617424242424242,0.0,45,4.168578512914335,,False
wPedo_step_00_04_mean,actual_behavior,sensor-derived behavior value,activity_pedo,528,0.24571428571428572,0.24726403580750325,1.2640734653556687,0.0,0.0,0.0,0.0,0.8831373762376202,7.0523152173913575,15.732323232323232,0.8617424242424242,0.0,66,7.529501694772818,,False
wPedo_step_00_04_median,actual_behavior,sensor-derived behavior value,activity_pedo,528,0.24571428571428572,0.01893939393939394,0.4351941398892446,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.9981060606060606,0.0,2,22.978250586152114,,False
wPedo_step_00_04_min,actual_behavior,sensor-derived behavior value,activity_pedo,528,0.24571428571428572,0.01893939393939394,0.4351941398892446,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.9981060606060606,0.0,2,22.978250586152114,,False
wPedo_step_00_04_q25,actual_behavior,sensor-derived behavior value,activity_pedo,528,0.24571428571428572,0.01893939393939394,0.4351941398892446,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.9981060606060606,0.0,2,22.978250586152114,,False
wPedo_step_00_04_q75,actual_behavior,sensor-derived behavior value,activity_pedo,528,0.24571428571428572,0.05634469696969697,0.8042654848634263,0.0,0.0,0.0,0.0,0.0,0.0,14.75,0.9943181818181818,0.0,4,15.657073336070997,,False
wPedo_step_00_04_q95,actual_behavior,sensor-derived behavior value,activity_pedo,528,0.24571428571428572,1.2622159090909075,7.9977723069363655,0.0,0.0,0.0,0.0,0.0,36.349500000000006,97.59999999999991,0.9564393939393939,0.0,21,8.435871337943711,,False
wPedo_step_00_04_q99,actual_behavior,sensor-derived behavior value,activity_pedo,528,0.24571428571428572,4.30926136363636,17.97188433604294,0.0,0.0,0.0,0.0,19.642499999999934,104.31390000000002,134.05000000000004,0.9015151515151515,0.0,52,4.872888668004483,,False
wPedo_step_00_04_std,actual_behavior,sensor-derived behavior value,activity_pedo,523,0.25285714285714284,0.9155109098748195,3.691186571663125,0.0,0.0,0.0,0.0,4.903895504968265,18.800145095818895,32.91555654145716,0.8623326959847036,0.0,68,5.351588699452934,,False
wPedo_step_00_04_sum,actual_behavior,sensor-derived behavior value,activity_pedo,528,0.24571428571428572,42.416666666666664,222.55975183589442,0.0,0.0,0.0,0.0,145.54999999999984,1014.9300000000007,3115.0,0.8617424242424242,0.0,58,8.454849963125284,,False
wPedo_step_20_24_max,actual_behavior,sensor-derived behavior value,activity_pedo,577,0.1757142857142857,41.92720970537262,49.65654508876074,0.0,0.0,21.0,76.0,127.19999999999993,178.48000000000002,211.0,0.42634315424610053,0.0,137,0.9834226489502149,8.49904761904762,False
wPedo_step_20_24_mean,actual_behavior,sensor-derived behavior value,activity_pedo,577,0.1757142857142857,2.592257656478992,5.803694570724541,0.0,0.0,0.24873096446700507,2.9916666666666667,11.848333333333274,23.398530543530562,57.8625,0.42634315424610053,0.0,321,5.373395364026977,94.07164320562288,True
wPedo_step_20_24_median,actual_behavior,sensor-derived behavior value,activity_pedo,577,0.1757142857142857,0.34488734835355284,4.376362370752084,0.0,0.0,0.0,0.0,0.0,0.2400000000000091,62.5,0.9896013864818024,0.0,7,13.57123850892361,,False
wPedo_step_20_24_min,actual_behavior,sensor-derived behavior value,activity_pedo,577,0.1757142857142857,0.02079722703639515,0.49956653654617594,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.9982668977469671,0.0,2,24.020824298928627,,False
wPedo_step_20_24_q25,actual_behavior,sensor-derived behavior value,activity_pedo,577,0.1757142857142857,0.12131715771230503,2.072265517059695,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.9965337954939342,0.0,3,17.268748634375655,,False
wPedo_step_20_24_q75,actual_behavior,sensor-derived behavior value,activity_pedo,577,0.1757142857142857,1.2729636048526862,8.017221398018995,0.0,0.0,0.0,0.0,0.14999999999994884,32.48000000000002,109.0,0.949740034662045,0.0,23,9.099086864429646,,False
wPedo_step_20_24_q95,actual_behavior,sensor-derived behavior value,activity_pedo,577,0.1757142857142857,14.918110918544182,27.78792901031165,0.0,0.0,0.0,18.0,94.37999999999987,111.18,132.6,0.6221837088388215,0.0,189,2.2325254270009425,,False
wPedo_step_20_24_q99,actual_behavior,sensor-derived behavior value,activity_pedo,577,0.1757142857142857,29.59403812824954,39.92006314471094,0.0,0.0,6.099999999999852,49.609999999999985,114.24399999999996,134.68120000000005,157.90000000000003,0.4714038128249567,0.0,289,1.22702720934945,22.078885245902182,True
wPedo_step_20_24_std,actual_behavior,sensor-derived behavior value,activity_pedo,577,0.1757142857142857,6.826407311320408,9.731145558107585,0.0,0.0,2.146256187094533,10.198993862662574,29.583142503077642,38.99887359009478,50.134942904126255,0.42634315424610053,0.0,329,1.7345781237587738,18.1706516792336,True
wPedo_step_20_24_sum,actual_behavior,sensor-derived behavior value,activity_pedo,577,0.1757142857142857,465.2357019064125,850.3834979900049,0.0,0.0,45.0,604.0,2260.1999999999994,4095.4000000000005,6069.0,0.42634315424610053,0.0,298,2.8769860460729837,91.0088888888889,True
wPedo_step_frequency_00_04_max,actual_behavior,sensor-derived behavior value,activity_pedo,528,0.24571428571428572,0.11401515151515151,0.3919995263987388,0.0,0.0,0.0,0.0,0.8749999999999962,1.8666666666666667,3.05,0.8617424242424242,0.0,45,4.168578512914336,,False
